datetime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,EE,sss
23.11.2023 12:00,-7.6,740,754.4,-3.5,68,Wind blowing from the south,1,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-12.5,,,,,,
23.11.2023 09:00,-8.2,743.5,758,-2,70,Wind blowing from the west-southwest,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-8.3,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,Altostratus translucidus.,,20,-12.8,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,1
23.11.2023 06:00,-8,745.5,760,-1.9,70,Wind blowing from the west-northwest,1,,,100%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-8.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-12.6,Trace of precipitation,12,,,,
23.11.2023 03:00,-7.8,747.4,761.9,-0.9,81,Wind blowing from the west,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,17,-10.5,,,,,,
23.11.2023 00:00,-7.5,748.3,762.8,-0.5,70,Wind blowing from the north-west,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",19,-12,,,,,,
22.11.2023 21:00,-7.7,748.8,763.3,-0.6,80,Wind blowing from the north-west,1,,,"90  or more, but not 100%","Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,-7.7,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,-10.6,Trace of precipitation,12,,,,
22.11.2023 18:00,-8.8,749.4,763.9,0.4,71,Wind blowing from the north-northwest,2,,,"90  or more, but not 100%",Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-13.1,Trace of precipitation,12,,,,
22.11.2023 15:00,-7.8,749,763.6,-0.2,73,Wind blowing from the north-west,2,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Shower(s).,Snow and/or other types of solid precipitation,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,19,-11.8,,,,,,
22.11.2023 12:00,-8.2,749.2,763.7,0.1,73,Wind blowing from the north-west,2,,,"90  or more, but not 100%","Intermittent fall of snowflakes, slight at time of observation. ",Shower(s).,Snow and/or other types of solid precipitation,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-12.3,,,,,,
22.11.2023 09:00,-9.4,749.1,763.7,0.5,77,Wind blowing from the north-northwest,2,,,"90  or more, but not 100%","Snow shower(s), slight. ",Shower(s).,Snow and/or other types of solid precipitation,-9.5,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","90  or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,-12.7,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,1
22.11.2023 06:00,-8.8,748.6,763.2,0,79,Wind blowing from the north-northwest,3,,,100%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-9.5,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,-11.9,0.1,12,,,,
22.11.2023 03:00,-9,748.6,763.2,0.3,83,Wind blowing from the north-northwest,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",70 – 80%.,300-600,Altostratus translucidus.,,18,-11.4,,,,,,
22.11.2023 00:00,-9.4,748.3,762.9,0.5,82,Wind blowing from the north-west,2,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altostratus translucidus.,,14,-12,,,,,,
21.11.2023 21:00,-8.9,747.8,762.4,0.3,77,Wind blowing from the north-northwest,2,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,-7.6,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,16,-12.2,0.1,12,,,,
21.11.2023 18:00,-8.2,747.5,762.1,1,75,Wind blowing from the north-west,2,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,13,-11.9,Trace of precipitation,12,,,,
21.11.2023 15:00,-7.7,746.5,761,0.6,72,Wind blowing from the north-northwest,3,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,19,-11.9,,,,,,
21.11.2023 12:00,-7.8,745.9,760.4,0.1,73,Wind blowing from the north-northwest,2,,,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,300-600,,,13,-11.8,,,,,,
21.11.2023 09:00,-8.7,745.8,760.3,0.5,76,Wind blowing from the north-northwest,2,,,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-8.9,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,300-600,,,19,-12.2,Trace of precipitation,12,,,,
21.11.2023 06:00,-8.8,745.3,759.8,0.1,71,Wind blowing from the north-northwest,2,,,100%., ,,,-8.8,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,20,-13.2,No precipitation,12,,,,
21.11.2023 03:00,-8.4,745.2,759.7,-0.6,74,Wind blowing from the north-northwest,3,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,20,-12.2,,,,,,
21.11.2023 00:00,-8.5,745.8,760.3,-0.8,76,Wind blowing from the north,2,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-12.1,,,,,,
20.11.2023 21:00,-8.1,746.6,761.2,-0.8,73,Wind blowing from the north,2,,,70 – 80%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,-5.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-12.2,0.2,12,,,,
20.11.2023 18:00,-6.6,747.4,761.8,-0.6,68,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-11.5,0.2,12,,,,
20.11.2023 15:00,-5.9,748,762.4,-1.2,80,Wind blowing from the north-east,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,14,-8.8,,,,,,
20.11.2023 12:00,-6.7,749.2,763.6,-0.9,79,Wind blowing from the north-east,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,17,-9.7,,,,,,
20.11.2023 09:00,-7.7,750.1,764.8,-0.9,81,Wind blowing from the north-east,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-8.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,17,-10.5,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,less than 0.5
20.11.2023 06:00,-7.5,751,765.6,-0.3,82,Wind blowing from the east-northeast,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-8.7,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,19,-10.1,Trace of precipitation,12,,,,
20.11.2023 03:00,-7.6,751.3,765.9,-0.7,81,Wind blowing from the east-northeast,1,,,100%., ,,,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,14,-10.3,,,,,,
20.11.2023 00:00,-7.8,752,766.6,-0.1,77,"Calm, no wind",0,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,-11.1,,,,,,
19.11.2023 21:00,-6.8,752.1,766.6,-0.6,78,Wind blowing from the east-southeast,1,,,70 – 80%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,-5.7,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",13,-10.1,Trace of precipitation,12,,,,
19.11.2023 18:00,-6.1,752.7,767.2,-0.6,71,Wind blowing from the south-southeast,2,,,100%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,-10.6,Trace of precipitation,12,,,,
19.11.2023 15:00,-5.8,753.3,767.8,-0.7,73,Wind blowing from the east-southeast,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,15,-10,,,,,,
19.11.2023 12:00,-5.8,754,768.6,-0.5,78,Wind blowing from the south-southeast,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,9,-9.1,,,,,,
19.11.2023 09:00,-6,754.5,769,-0.4,80,Wind blowing from the east-southeast,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-9.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,16,-9,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,less than 0.5
19.11.2023 06:00,-7.2,754.9,769.5,-0.7,88,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,-9.2,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",19,-8.8,No precipitation,12,,,,
19.11.2023 03:00,-8.1,755.6,770.3,-0.7,90,"Calm, no wind",0,,,60%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12,-9.4,,,,,,
19.11.2023 00:00,-8,756.3,771,0.1,90,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,10,-9.3,,,,,,
18.11.2023 21:00,-7.8,756.2,770.9,-0.1,88,"Calm, no wind",0,,,no clouds, ,,,,-3.8,,,,,,15,-9.5,No precipitation,12,,,,
18.11.2023 18:00,-5.9,756.3,770.8,0.2,81,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,18,-8.7,No precipitation,12,,,,
18.11.2023 15:00,-4,756.1,770.5,-0.1,68,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,20,-9.1,,,,,,
18.11.2023 12:00,-4.7,756.2,770.8,0.1,77,Wind blowing from the north,1,,,50%., ,,,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",19,-8.2,,,,,,
18.11.2023 09:00,-8.6,756.1,770.8,0.3,91,"Calm, no wind",0,,,no clouds, ,,,-8.6,,,,,,,20,-9.8,No precipitation,12,,,Even layer of loose dry snow covering ground completely.,less than 0.5
18.11.2023 06:00,-7.6,755.8,770.4,0.5,88,Wind blowing from the north-northwest,1,,,no clouds, ,,,-7.9,,,,,,,20,-9.2,No precipitation,12,,,,
18.11.2023 03:00,-7.2,755.3,769.9,0.5,85,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,20,-9.3,,,,,,
18.11.2023 00:00,-5.3,754.8,769.3,0.5,71,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,20,-9.8,,,,,,
17.11.2023 21:00,-4.1,754.3,768.8,0.9,63,Wind blowing from the north-northeast,1,,,40%., ,,,,-2.6,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-10.2,Trace of precipitation,12,,,,
17.11.2023 18:00,-3.3,753.4,767.8,0.9,66,Wind blowing from the north-northeast,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-8.8,Trace of precipitation,12,,,,
17.11.2023 15:00,-2.8,752.5,766.8,0.9,66,Wind blowing from the north-northeast,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-8.4,,,,,,
17.11.2023 12:00,-2.9,751.6,766,1,68,Wind blowing from the north-northeast,1,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-8.1,,,,,,
17.11.2023 09:00,-3.2,750.6,764.9,1.2,79,Wind blowing from the north,2,,,40%.,Clouds generally dissolving or becoming less developed. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-3.3,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-6.3,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,less than 0.5
17.11.2023 06:00,-2.3,749.4,763.6,1.1,79,Wind blowing from the north-northeast,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-2.3,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-5.5,Trace of precipitation,12,,,,
17.11.2023 03:00,-1.9,748.3,762.6,1,80,Wind blowing from the north,2,,,100%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-4.9,,,,,,
17.11.2023 00:00,-1.6,747.3,761.5,1.4,83,Wind blowing from the north-northwest,2,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,17,-4.2,,,,,,
16.11.2023 21:00,0.1,745.9,760,0.8,83,Wind blowing from the north-northwest,2,,,100%.,State of sky on the whole unchanged. ,Rain and snow or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,0.9,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-2.4,0.1,12,,,,
16.11.2023 18:00,0.3,745.1,759.1,0.8,84,Wind blowing from the north,1,,,100%.,State of sky on the whole unchanged. ,Rain and snow or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-2.1,0.4,12,,,,
16.11.2023 15:00,0.3,744.3,758.3,0.7,85,Wind blowing from the north-northwest,1,,,100%.,State of sky on the whole unchanged. ,Rain and snow or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,-2,,,,,,
16.11.2023 12:00,0.4,743.6,757.6,0.7,90,Wind blowing from the north-northwest,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,20,-1,,,,,,
16.11.2023 09:00,0.9,742.9,756.8,0.9,92,Wind blowing from the north,2,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,0.9,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,9,-0.2,0.5,12,,,,
16.11.2023 06:00,1.3,742,755.9,0.5,94,Wind blowing from the north,1,,,100%.,"Intermittent fall of snowflakes, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,1.3,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,12,0.5,0.2,12,,,,
16.11.2023 03:00,2,741.5,755.4,0.4,92,Wind blowing from the north-northeast,2,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,,,13,0.8,,,,,,
16.11.2023 00:00,2.6,741.1,754.9,0.6,87,Wind blowing from the north-northeast,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,19,0.7,,,,,,
15.11.2023 21:00,2.9,740.5,754.4,0.6,84,"Calm, no wind",0,,,100%., ,,,,3.7,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,19,0.4,No precipitation,12,,,,
15.11.2023 18:00,3.2,739.9,753.7,0.7,84,Wind blowing from the north,1,,,100%., ,,,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,0.7,No precipitation,12,,,,
15.11.2023 15:00,3.7,739.2,753,0.5,79,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,0.3,,,,,,
15.11.2023 12:00,3.3,738.7,752.5,0.6,84,Wind blowing from the north-northeast,1,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,20,0.8,,,,,,
15.11.2023 09:00,2.5,738.1,751.9,0.4,93,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,1.6,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,19,1.4,0.9,12,,,,
15.11.2023 06:00,2.4,737.7,751.5,0.2,93,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,1.6,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,19,1.4,2,12,,,,
15.11.2023 03:00,2.6,737.5,751.3,0.1,93,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,14,1.6,,,,,,
15.11.2023 00:00,2.2,737.4,751.2,-0.4,95,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,18,1.5,,,,,,
14.11.2023 21:00,2.1,737.8,751.6,0.3,95,Wind blowing from the west-northwest,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,4.6,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,Altostratus opacus or Nimbostratus.,,7,1.4,3,12,,,,
14.11.2023 18:00,3.3,737.5,751.3,0.4,88,Wind blowing from the west-southwest,2,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,Altostratus opacus or Nimbostratus.,,19,1.4,3,12,,,,
14.11.2023 15:00,3.9,737.1,750.8,0.4,88,Wind blowing from the south-west,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,18,2.1,,,,,,
14.11.2023 12:00,4,736.7,750.4,0.2,91,Wind blowing from the south,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,13,2.7,,,,,,
14.11.2023 09:00,2.4,736.5,750.3,0.6,95,"Calm, no wind",0,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,2.1,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,1.6,4,12,,,,
14.11.2023 06:00,3.4,735.9,749.6,0.2,91,Wind blowing from the south-west,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,3,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,2,2,12,,,,
14.11.2023 03:00,3.3,735.7,749.4,0,87,Wind blowing from the south-west,2,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,1.3,,,,,,
14.11.2023 00:00,4.1,735.7,749.4,0.3,89,Wind blowing from the west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,7,2.5,,,,,,
13.11.2023 21:00,4.8,735.4,749,0,85,Wind blowing from the south-southwest,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,4.9,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,12,2.5,0.9,12,,,,
13.11.2023 18:00,3.9,735.4,749.1,1.2,80,Wind blowing from the south-west,1,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,0.7,0.5,12,,,,
13.11.2023 15:00,3.2,734.2,747.9,1.7,84,Wind blowing from the west-southwest,2,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,9,0.7,,,,,,
